#Gene	log2(fold-change)array	q-value_array
POMT1	-0.12222711432141	0.104063784373321
IDO2	0.19911220404657	0.219413211643481
LRRC8A	1.14881211019288	0.00464436358956539
GNA11	0.268862863700499	0.0149604280963692
CAPN1	-0.702974842776023	0.00139017996754274
DDHD2	-0.894215673207075	0.0397123291484512
AKR1B15	-0.999407870830911	0.0445640409931158
GRIK2	-0.176923844862379	0.144173023709664
UPF3A	0.203054689543158	0.0916233286548579
IGSF11	0.345489599364195	0.199908597055057
LAGE3	0.0283974816710072	0.375082175514023
CHST6	0.193827819553337	0.266988977665843
UNC13B	-0.264447329861718	0.0462546861460995
TTLL4	0.193168284506331	0.0989608468600911
PPBP	0.115318544664373	0.326965225185278
ZNF687	-0.339771581221973	0.0353448120146923
SDC2	-0.378566710879601	0.0363502601428402
ANKRD49	-0.28307212932122	0.102040065509153
BTF3	-0.231239113191088	0.0131014934900615
COX7A2	-0.483738906439443	0.178021200159499
SARS	-0.684633841182317	0.0204585175379143
CACNB1	0.087494817900519	0.288234786863604
KDM6A	0.0958945046571396	0.349194593920038
QKI	-1.26915670701415	0.00801986294059416
SETMAR	-0.0712851370109673	0.228279357181424
LAMB4	0.287992866813045	0.165000448800512
EML3	0.175580800902703	0.0589332962109473
OFD1	-0.312062815128472	0.0526852473339037
PDP1	-0.140069755756345	0.12185753442754
AHCYL2	0.0853516900194485	0.0801657364657199
KDM4B	-0.0305207443164141	0.356186883652457
LRRC10	0.502402973755139	0.179390713149166
PEX16	-0.00946688482674354	0.39388850541665
GNG12	-0.176922175253276	0.23216216944521
HABP4	-0.0488541479402019	0.0499578105036499
CNTN2	0.295955342105601	0.195769964234605
ASNSD1	-0.0266191026250295	0.380693506191389
DBH	0.0443013341719892	0.412639118797847
CD53	0.483433398554735	0.0670900474733035
TFAP2B	0.227007589024469	0.213032262928445
RP9	-0.232833537767241	0.209977597422827
TMEM11	-0.0130188603391244	0.389064041687896
CDH8	0.113009810491356	0.298904580808019
AGPS	-0.121307385625165	0.297005877324496
PCCB	-0.243066247294288	0.0349971434780329
IPO13	0.592389068786282	0.0048983187751165
UNG	-0.484539299860314	0.00384436792537095
GSTP1	-0.144565176312241	0.0476610009934749
COMMD5	0.0845047838088652	0.264506156906797
DCUN1D5	-0.288613110148829	0.119676223870655
SUV420H1	0.296678979131371	0.198888010830522
LTBR	-0.0934913647928795	0.177769929604558
TDRKH	0.127993538907888	0.164376432500028
IGDCC3	0.221729308075185	0.248909470990984
SLC9A3R1	-1.1600248364452	0.000936430511875621
GNB4	0.654344613656973	0.0299595259401603
OSBP	-0.0728710593642031	0.0215273157323231
SPATA4	0.689847293527929	0.0123339441557508
NBPF3	0.0732666038397867	0.361377611368785
DOCK11	-1.707641417816	0.00532206878690372
SLC39A5	0.228722230192055	0.240105645401241
RPRD1B	0.0227270187531511	0.379249279107471
CHMP7	-0.0373419333160028	0.216360014574781
SMTNL2	0.192910259116943	0.289815814624159
FKBP4	0.158597595538916	0.280010133224731
ADRA1A	0.155190549188912	0.256523625005926
ASAH1	-0.707869148056186	0.0277310861007791
ZNF350	0.04829865813317	0.364995730197737
GIPR	0.289165159198522	0.192609955085255
AHI1	0.349558607587907	0.223723219950118
GORAB	-0.641790532589004	0.0341016666216998
NADSYN1	-0.379809948926605	0.00912541480551064
RGS14	0.0720816903816971	0.317143119403845
KRT15	0.145572290332852	0.198176340145174
IL18BP	0.141690935702231	0.0791497279768419
FAM175A	-0.376913131911889	0.0970145143356146
FHL1	0.0457933264580548	0.277809864662501
GATA1	0.243766683605883	0.231133668993821
OSGEP	0.244901524597374	0.0710270241880772
SMC6	-0.178251060648991	0.252607907249995
TTTY14	0.0465768413329229	0.35849747709229
ARMC6	-0.097047748949534	0.109175520916091
PSMD5	-0.139868687291933	0.252347533481161
RSU1	-1.19296111268034	0.00144734113592638
RPL4	0.0194421150820131	0.400550516315167
MAD2L1	0.660184778049491	0.126665477390419
EIF4A3	0.0421990704413461	0.340484443707496
RBPMS	-0.804634188456254	0.0226834137973857
DLEC1	0.25772065909764	0.201552487321891
PRPF3	-0.118938665689031	0.124249464600812
EMR1	-0.0661523987777693	0.146931857667758
C16orf62	-0.333494173357642	0.0492942995634011
CHMP2B	-1.75665734293538	0.0171375586071416
ACO2	0.132134833674036	0.0970145143356146
RPS21	0.117556321433326	0.315600989164799
CAMSAP1	0.22381677622211	0.114825310660185
IRX3	0.189859367461715	0.0798837832512274
ARID5A	0.36700603147181	0.186417243249975
UBE2N	-0.462427537801853	0.0129640129478708
C7orf60	-1.5362036098732	0.00555703064341856
IGSF8	-0.335479387817232	0.0829149736751183
KLF4	0.00891527346593044	0.393559113356614
LMO4	-0.71294720739507	0.0170327634111348
C16orf71	0.0433625441277142	0.372863747087764
HP	0.321391208377299	0.193119778452492
HDAC3	-0.306642850906397	0.00400908344639813
BTK	0.125199060769805	0.252092595634909
RPL13AP3	-0.0775183408085187	0.330094974153777
KRCC1	0.281890040421005	0.19823464996723
SYTL5	0.0865219941305593	0.247391132456978
PIGL	-0.259994749813388	0.0414030919796922
OLFML2A	-0.440118095976479	0.0699781298161286
DNAJC30	-0.159896596918344	0.2785814979206
HUS1	0.053907220335082	0.174989819373251
KIF19	0.272270036627353	0.245574069349954
GOT2	-0.337292728963859	0.102410834938169
UIMC1	-0.0925844846680488	0.118511451369803
ZNF667	0.219853661791369	0.261500210283616
ZCCHC12	0.241868388683374	0.0993421901228321
ATP7B	0.138992285487238	0.296847864699147
POLD2	0.63761360133004	0.00603241702443418
PPM1H	0.100877468513785	0.34538730852148
ACOT2	-0.227894973810597	0.0953453381213333
NFYC	-0.0836988037178491	0.331806907065758
KIN	0.129308434559009	0.320408930627801
HIST1H4I	0.480461788474781	0.0572598261996201
PLSCR4	-0.828138448088345	0.00749408877062643
PPARGC1A	-0.384245778647052	0.0224886699508427
KCNK10	0.239295476037039	0.261498373708037
ETFA	0.00993320883151798	0.409116048001873
EXOC1	-0.668214197307699	0.0424381476821705
PDAP1	0.387041610157449	0.0700951350133082
POLRMT	0.0885395011423359	0.308641074393367
ZNF146	-0.0508873105073905	0.351200108669254
MANF	0.20168898937462	0.0143299706691469
KLHL6	0.335198973993751	0.182655204332243
EIF4E2	-0.0369168679470188	0.191001364948633
NENF	0.00668836464540476	0.39420783877741
PRSS22	0.0543954808135437	0.393738813495364
CYP3A5	0.280727602752456	0.203688671857246
TTC13	0.107191614620015	0.112643644475424
CASC4	0.610302216594051	0.0115911017730578
GTSF1	-0.037958835539017	0.391869906587733
S100Z	0.455342509345417	0.146880548415733
CUL4B	0.142615312490494	0.332537660738841
CENPJ	0.548702117845829	0.0364921698154885
PITX1	0.240561568107621	0.107018921612172
AKIRIN1	0.145311379299171	0.24156862797591
PDGFRB	0.16696566181459	0.0799145351509345
IL17D	0.156415585735254	0.274223693289845
FHDC1	0.0133133940345416	0.405911482481773
RDX	-0.254745442539725	0.174085906427602
VRK2	-0.612882880613169	0.0836200066301596
CELSR3	0.123396204887381	0.233214140156269
JUND	-0.720768024752461	0.00649193711675408
ZNF568	0.0230498075436808	0.378675843324596
ITSN1	0.154075350603282	0.126333894031946
MT1DP	0.174026400260597	0.332025690259949
LIN28B	0.388249310151353	0.0647164011665007
TNKS2	-0.631439361559242	0.0277435518279455
CXorf23	-0.371987898146922	0.147537900150683
MRTO4	-0.135410437567618	0.23039641976376
TTC3	-0.540843705029777	0.0123339441557508
CADPS2	0.1168000819997	0.0638808936136986
SEMA3G	0.298366991252956	0.206241453349186
IL23A	-0.00854298280492302	0.399506358574804
GRHL1	0.256383578744885	0.103710181278285
SRMS	0.0870423716500697	0.376586342266106
PSTK	-0.261561544963283	0.0633859987627712
C5	0.304301999326439	0.0158544962731404
SLC2A10	0.2964212230278	0.21925549288242
TRIM45	0.297960141066062	0.0205729919620469
PAQR3	-0.230173323818503	0.100695097484221
ANKRD26	0.239933905055358	0.187341262760615
TCP1	-0.187892543048346	0.171724148575034
CENPL	0.607109093200531	0.0238170250232122
FST	-0.399430805275083	0.0144530111222334
VWCE	0.116105164700386	0.32222923938035
PSD2	0.335031322179844	0.139372498046476
PAWR	-0.24973216816998	0.191172880413955
TIGD2	-0.240822352742724	0.193907998255161
ABCC12	0.201524869040843	0.193662098904175
LDLR	0.888327357547436	0.00177073222745337
ASTN2	0.0962014786359379	0.290391866821476
SCRN1	0.239221001958283	0.0698194603086084
COQ10A	-0.764286897298225	0.00276431548073258
TAB2	-0.401182677166075	0.162450056450154
GPATCH8	0.00524586421423662	0.418076390289736
KIF4A	0.793308466830077	0.00812102075053705
METTL7B	-0.297847248209168	0.0576073651053732
ZMYM5	0.040921075058029	0.358759951423795
PGM1	-0.225924330256791	0.150202977388374
POLR3G	-0.0119546340767109	0.401528887089593
CPD	-0.71348875032087	0.0418954862278852
SNCAIP	0.201883529865333	0.258490644576644
TANK	0.121521009188245	0.305649510422792
RCAN1	0.253317766214234	0.020262226187918
PELI3	-0.0187666876716322	0.384250185365741
LIMD2	0.15936946059246	0.144173023709664
HIST1H4L	0.397710466560348	0.0802699639199139
NTN4	-0.127971456274222	0.294939044577297
HSPA2	-0.0661299221430281	0.238749915647138
SERP1	0.199151113643227	0.163361180350337
TACR2	0.258600706943189	0.237278926117328
CLEC2A	-0.121053991419451	0.209321804990651
LGR5	-0.0435981665087823	0.298456484397213
DPYSL4	-0.00979001560575286	0.39420783877741
JAK2	-0.25124885936715	0.160693753773549
PIGG	-0.134285151152128	0.0210763502061943
TM9SF4	0.11579661855731	0.0892568375593355
TSHZ1	-0.0564672158203244	0.342525667568557
ZNF264	0.435735190734466	0.0326275283958895
BICD1	0.410623415663807	0.07635732690365
RAB5A	-0.345169727544579	0.119563676340378
HERC6	0.382928543053699	0.0508559922056783
METTL5	-0.477147247818097	0.0726224951579683
USP9Y	-0.589123044297797	0.0182447146567866
CASP1	-0.018781770736015	0.376124192149782
LRP1B	-0.0637451282569143	0.199839004705417
XAF1	0.637681145585685	0.0266932431181705
PLA2G4C	-0.131093553166623	0.226187041730355
ENKUR	0.498239112835341	0.0183593474225612
ABCG8	0.345225789126795	0.175325177264543
ICA1L	0.0867398283915202	0.240965731276953
DAND5	0.236748485193324	0.274967909108933
OTUD7A	0.0402352660032833	0.404042218739878
AQP11	0.243324355022122	0.0928459514384285
KALRN	0.0402834361003431	0.360593073073575
CCDC60	0.171501945877136	0.300782713667555
SECTM1	0.0267587770659333	0.388498592738749
THOC7	-0.639221632770638	0.156000161388694
IFNAR1	0.758797114699763	0.115976646597893
TCTA	0.0136793833560969	0.343419817410317
RAB11FIP4	0.0509770704146503	0.369244210475943
TALDO1	-0.836714391827298	0.00219095942755537
C6orf141	-0.323025919108716	0.0320298068703056
LPPR4	0.23271805098436	0.210115408594026
SQLE	0.114232914046571	0.290636946769957
EIF5A	0.318185916817495	0.220179764081195
SEPHS1	0.789444215882228	0.00780126685126441
GLIPR2	-0.604978227446994	0.0333933028764428
FAM49A	-2.43492793204699	0.000794296395542529
NEGR1	0.327122927088375	0.130169388844473
EHD2	-0.584267307341822	0.00755740769439369
YTHDC2	-0.424589024376144	0.0939330098175893
PLRG1	-0.872411442022096	0.0240594474036938
SPG7	0.068368823144283	0.264850187290253
ZNF614	1.4970572589453	0.0114794535943717
PARD6G	0.138815102064923	0.206034289827627
HOXA5	-0.0803613958538227	0.333053451319978
NUP133	-0.555455363844708	0.0380377388978695
FGF12	0.565207438969472	0.0145910968432005
INPP5B	-0.160142360874632	0.206939906432851
SLMO2	-0.46212759334516	0.0810383975620992
GRPEL2	0.489534704344046	0.0246348031941148
SNTA1	-0.225167399792711	0.203080224144367
PPID	-0.30854547828161	0.205307780319334
TRIM56	0.178066129605502	0.157483989160454
HNRNPK	0.127830104684296	0.210065858457833
IL20RA	0.104793188824098	0.270272669047859
UBE2J1	-0.139805925971252	0.262356028836648
GCM1	0.21661129199648	0.218843825623451
TLR5	0.212839101672105	0.150293967028008
TCFL5	0.231719675122867	0.0254793147620353
ELF1	-0.11411309542842	0.292250431621451
TPI1P2	0.185739279876991	0.0523821905335904
FAM129B	0.0825327914800687	0.211813144163476
SAFB2	0.0865725508145926	0.185311003218761
NCK2	-0.248140666922301	0.040044640913626
OXA1L	-0.473872964272231	0.00216472423527338
HHIPL1	0.251617133876553	0.232058212142755
KLRG1	0.261895044094971	0.0413109872784005
NEURL3	0.253853489399756	0.216502937507725
ZSCAN12	0.311096566104063	0.0520025814425585
PSMD12	0.0157043005407072	0.418131826306345
E2F4	-0.704886562207653	0.00160640191155112
CLEC4M	0.0982638938248139	0.309603085015864
HSCB	0.0736788203566466	0.287067747658485
GYPA	0.048576387063417	0.318582697575213
HPCAL4	0.199996869825302	0.12310902901714
TRAIP	0.289988171086998	0.091859902140716
MEX3D	0.359929023955405	0.113414967856479
KIAA0232	0.531297452228473	0.198249799821738
ERCC8	0.156717314280399	0.274568776300032
NFAT5	0.36733929747063	0.100671847428625
GPX4	-0.104962135751169	0.0228315671869484
TAF1D	-0.123717745701421	0.26235815637936
KIAA0368	0.101540554206786	0.252834366585267
FBXO3	-0.0854658492192202	0.290470819904435
SPDYE1	-0.100439073314404	0.303061895874802
DVL1	-0.446098406901448	0.111931798158513
TYMS	0.910555382749889	0.00987067279098301
GPR157	0.385039120524888	0.0683114568048348
FAM199X	-0.0120769531073872	0.340250167129766
PEF1	-0.593587236862566	0.0179306112894365
MCM5	0.0312763169301234	0.239747719711053
BTBD10	0.100993189152508	0.341660547479003
SDK2	0.151904231474388	0.292792086636141
BAIAP3	0.179479207913476	0.261600441108426
ANKRD40	-0.271913752235937	0.0440072627040493
C1QTNF2	0.268555033379252	0.161000541612346
CALCOCO2	0.345411435720222	0.117459419502888
SNCA	-0.57022984827127	0.0143013737126207
SPATS2L	0.344230959930674	0.0855832614421597
FAM122B	-0.522854933956196	0.0261899669354143
SLC48A1	0.32963591964098	0.0634545371766331
ARHGAP26	0.354181718284566	0.0517679218665386
CDK16	-0.474948944128765	0.00193749935989076
GEMIN6	0.0557178614142862	0.325156509876476
JAGN1	-0.276764428789161	0.0477586580625358
BSDC1	-0.598161113018443	0.00953943371582387
ARSK	0.0528342583256822	0.378428921667422
CPNE9	0.198411911167628	0.23216216944521
NDUFAF1	-0.833039596993638	0.0327049714102768
PHF12	-0.341763522919967	0.018262857066277
MAP2K4	0.254306783277252	0.119678474960414
EPB41L3	0.123994519158159	0.262733344087424
WSB1	0.565647724220111	0.0502141424307925
ZNF480	1.15739010494624	0.0292006723995279
MAP3K6	0.116262134344785	0.241169392894982
SRRD	-0.426943291719367	0.0478500045936971
PROS1	-0.639266520541794	0.0131014934900615
OSTN	0.375530566177859	0.109377915474853
SOCS4	-0.693870652254252	0.0181823683677916
MAP6	0.197309316184928	0.111254480447831
DDIT4L	-1.36949632677108	0.0214732281559471
MAS1	0.0107015931481711	0.413341939022599
PPP6R2	0.15069245928699	0.163247762151937
APOL1	0.104393907286773	0.272730197766154
FAM96A	0.415021805387987	0.177241636852991
AIF1L	0.0599297279405898	0.315530526437572
RNF175	-0.0410627618215805	0.334424429447598
ZBTB41	-0.0896779603060981	0.322426367281321
AHCTF1	0.350540320946696	0.0231951025072266
AP2S1	-0.230669885005717	0.014170429369185
ITGA2	-0.762153168304354	0.0261154166674612
MME	-0.915730217693632	0.0163154927165465
VAT1	-1.06643812729479	0.00226524104961928
MAST4	0.0327857614221969	0.376586342266106
CCDC14	-0.0436321677220533	0.347147241838627
TUFM	-0.0733470263285007	0.115632269610869
KCTD2	-0.0957964945717119	0.187741076547965
WDR26	-0.736435324201013	0.0631907850886179
MFI2	0.102993481585401	0.300623446964673
NR4A3	0.0832493109789124	0.262995134432702
ARSA	-0.0632275137651083	0.278100106552835
MBL1P	0.00946465616345416	0.403026577271273
TOMM22	-0.0886186237950707	0.238905719890465
SOCS3	-0.124390444111777	0.00318222782079022
UNKL	0.129147071882852	0.320140338292924
POP4	-0.134209262543266	0.220546515128828
ZNF839	-0.126734464856092	0.242052617826803
SOX15	0.264814840991129	0.271637050156675
CCNA2	0.775448934416265	0.0243050687238107
MALL	0.0729281349166558	0.328429410520581
PPAPDC1B	-0.0350172179230158	0.225032470860866
DNASE1L1	0.159507724343868	0.108515647895993
PARK2	0.318957632338546	0.196233310899228
GPR124	0.228321623511925	0.187819044759689
C19orf44	0.172224830719763	0.102127916743133
TMEM132A	0.494241060301343	0.0266444094413486
RUVBL2	0.513178202214351	0.00620497199992244
